ID,Title,ShortTitle,Identifier,Summary,Modified,ReasonDelivery,ExplanatoryText,Language,Catalog,Frequency,Period,ShortDescription,Description,DefaultPresentation,DefaultSelection,GraphTypes,OutputStatus,Source,MetaDataModified,SearchPriority
GM0377,Bloemendaal,"Grenswijziging per 01-01-2013, ontvangen van:
- Hillegom (GM0534),
... 2 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2009, ontvangen van:
- Bloemendaal (GM0377),
... 3793 hectare met 6908 woningen en 16884 inwoners
- Bennebroek (GM0372),
... 175 hectare met 2219 woningen en 5185 inwoners

Grenswijziging per 01-01-2004, ontvangen van:
- Velsen (GM0453),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2004, overgegaan naar:
- Haarlem (GM0392),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0055,Boarnsterhim,"Opgeheven per 01-01-2014, overgegaan naar:
- De Friese Meren (GM1921),
... 531 hectare met 277 woningen en 783 inwoners
- Heerenveen (GM0074),
... 4561 hectare met 2614 woningen en 6018 inwoners
- Leeuwarden (GM0080),
... 7567 hectare met 4963 woningen en 11024 inwoners
- Súdwest-Fryslân (GM1900),
... 2467 hectare met 704 woningen en 1653 inwoners

Begindatum 03-01-1985

",,,,,,,,,,,,,,,,,,
GM0497,Bodegraven,"Opgeheven per 01-01-2011, overgegaan naar:
- Bodegraven-Reeuwijk (GM1901),
... 3756 hectare met 7504 woningen en 19432 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1901,Bodegraven-Reeuwijk,"Ontstaan per 01-01-2011, uit:
- Bodegraven (GM0497),
... 3756 hectare met 7504 woningen en 19432 inwoners
- Reeuwijk (GM0595),
... 3813 hectare met 5329 woningen en 13296 inwoners
Begindatum 01-01-2011

",,,,,,,,,,,,,,,,,,
GM0755,Boekel,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0009,Ten Boer,"Opgeheven per 01-01-2019, overgegaan naar:
- Groningen (GM0014),
... 4531 hectare met 3051 woningen en 7289 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0064,Bolsward,"Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 905 hectare met 4388 woningen en 9974 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0211,Borculo,"Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 5511 hectare met 4059 woningen en 10339 inwoners
- Lochem (GM0262),
... 0 hectare met 1 woning en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0108,Borger,"Opgeheven per 01-01-1998, overgegaan naar:
- Aa en Hunze (GM1680),
... 7 hectare met 0 woningen en 0 inwoners
- Borger-Odoorn (GM1681),
... 12961 hectare met 5323 woningen en 13285 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1681,Borger-Odoorn,"Ontstaan per 01-01-1998, ontvangen van:
- Borger (GM0108),
... 12961 hectare met 5323 woningen en 13285 inwoners
- Odoorn (GM0122),
... 14541 hectare met 5024 woningen en 12572 inwoners
Grenswijziging per 01-01-1998, ontvangen van:
- Emmen (GM0114),
... 3 hectare met 0 woningen en 0 inwoners
- Rolde (GM0126),
... 3 hectare met 0 woningen en 0 inwoners
- Sleen (GM0130),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum 01-01-1998

",,,,,,,,,,,,,,,,,,
GM0897,Born,"Opgeheven per 01-01-2001, overgegaan naar:
- Sittard-Geleen (GM1883),
... 2234 hectare met 5662 woningen en 14497 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0147,Borne,"Grenswijziging per 01-01-2011, ontvangen van:
- Hengelo (O.) (GM0164),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2011, overgegaan naar:
- Hengelo (O.) (GM0164),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2001, ontvangen van:
- Ambt Delden (GM0142),
... 219 hectare met 34 woningen en 167 inwoners
Grenswijziging per 01-01-2001, overgegaan naar:
- Almelo (GM0141),
... 1622 hectare met 592 woningen en 1800 inwoners
- Hof van Twente (GM1735),
... 54 hectare met 3 woningen en 6 inwoners

Grenswijziging per 01-01-1997, overgegaan naar:
- Almelo (GM0141),
... 84 hectare met 12 woningen en 47 inwoners

Grenswijziging per 01-01-1996, ontvangen van:
- Hengelo (O.) (GM0164),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1996, overgegaan naar:
- Hengelo (O.) (GM0164),
... 28 hectare met 13 woningen en 34 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0654,Borsele,"Grenswijziging per 01-01-1997, overgegaan naar:
- Goes (GM0664),
... 2 hectare met 0 woningen en 0 inwoners
- Middelburg (Z.) (GM0687),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1970

",,,,,,,,,,,,,,,,,,
GM0499,Boskoop,"Opgeheven per 01-01-2014, overgegaan naar:
- Alphen aan den Rijn (GM0484),
... 1485 hectare met 6328 woningen en 15177 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0756,Boxmeer,"Opgeheven per 01-01-2022, overgegaan naar:
- Land van Cuijk (GM1982)

Grenswijziging per 01-01-2000, overgegaan naar:
- Sint Anthonis (GM1702),
... 29 hectare met 3 woningen en 14 inwoners

Gemeentelijke herindeling per 01-01-1998, ontvangen van:
- Boxmeer (GM0756),
... 5739 hectare met 7745 woningen en 20719 inwoners
- Vierlingsbeek (GM0863),
... 5475 hectare met 2769 woningen en 7775 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0757,Boxtel,"Gemeentelijke herindeling per 01-01-2021, ontvangen van:
- Haaren (GM0788),
... 535 hectare met 918 woningen en 2149 inwoners

Gemeentelijke herindeling per 01-01-1996, ontvangen van:
- Boxtel (GM0757),
... 4506 hectare met 9499 woningen en 25562 inwoners
- Liempde (GM0806),
... 1896 hectare met 1592 woningen en 4646 inwoners
Grenswijziging per 01-01-1996, ontvangen van:
- Haaren (GM0788),
... 3 hectare met 0 woningen en 0 inwoners
- Sint-Oedenrode (GM0846),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1996, overgegaan naar:
- Haaren (GM0788),
... 103 hectare met 14 woningen en 40 inwoners
- Sint-Michielsgestel (GM0845),
... 458 hectare met 398 woningen en 1133 inwoners
- Vught (GM0865),
... 2 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0212,Brakel,"Opgeheven per 01-01-1999, overgegaan naar:
- Zaltbommel (GM0297),
... 3351 hectare met 2522 woningen en 7136 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0758,Breda,"Grenswijziging per 01-01-2012, ontvangen van:
- Zundert (GM0879),
... 32 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Zundert (GM0879),
... 74 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1998, ontvangen van:
- Oosterhout (GM0826),
... 4 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Breda (GM0758),
... 7526 hectare met 56282 woningen en 129736 inwoners
- Nieuw-Ginneken (GM0817),
... 1789 hectare met 3976 woningen en 10435 inwoners
- Prinsenbeek (GM0832),
... 1682 hectare met 3981 woningen en 10399 inwoners
- Teteringen (GM0854),
... 1178 hectare met 2176 woningen en 5725 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Oosterhout (GM0826),
... 46 hectare met 0 woningen en 0 inwoners
- Rijsbergen (GM0841),
... 369 hectare met 18 woningen en 7 inwoners
- Terheijden (GM0853),
... 139 hectare met 21 woningen en 69 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Alphen-Chaam (GM1723),
... 11 hectare met 4 woningen en 7 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0194,Brederwiede,"Opgeheven per 01-01-2001, overgegaan naar:
- Steenwijk (GM0181),
... 11135 hectare met 5068 woningen en 12653 inwoners
- Zwartewaterland (GM1896),
... 551 hectare met 4 woningen en 17 inwoners

Begindatum 01-01-1973

",,,,,,,,,,,,,,,,,,
GM0311,Breukelen,"Opgeheven per 01-01-2011, overgegaan naar:
- Stichtse Vecht (GM1904),
... 4441 hectare met 5908 woningen en 14736 inwoners
.
Begindatum 01-01-1949

",,,,,,,,,,,,,,,,,,
GM0501,Brielle,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0898,Broekhuizen,"Opgeheven per 01-01-2001, overgegaan naar:
- Horst aan de Maas (GM1507),
... 1128 hectare met 718 woningen en 1906 inwoners

Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM1876,Bronckhorst,"Ontstaan per 01-01-2005, ontvangen van:
- Hengelo (Gld.) (GM0248),
... 4915 hectare met 3221 woningen en 8448 inwoners
- Hummelo en Keppel (GM0256),
... 4248 hectare met 1803 woningen en 4555 inwoners
- Steenderen (GM0280),
... 4873 hectare met 1857 woningen en 5113 inwoners
- Vorden (GM0286),
... 6733 hectare met 3344 woningen en 8471 inwoners
- Zelhem (GM0298),
... 7566 hectare met 4185 woningen en 11016 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Doetinchem (GM0222),
... 4 hectare met 0 woningen en 0 inwoners
- Lichtenvoorde (GM0260),
... 1 hectare met 0 woningen en 0 inwoners
- Lochem (GM0262),
... 5 hectare met 1 woning en 9 inwoners
- Ruurlo (GM0278),
... 16 hectare met 1 woning en 4 inwoners
- Wisch (GM0295),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum 01-01-2005

",,,,,,,,,,,,,,,,,,
GM0656,Brouwershaven,"Opgeheven per 01-01-1997, overgegaan naar:
- Schouwen-Duiveland (GM1676),
... 4707 hectare met 1833 woningen en 3939 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0657,Bruinisse,"Opgeheven per 01-01-1997, overgegaan naar:
- Schouwen-Duiveland (GM1676),
... 1266 hectare met 1463 woningen en 3716 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0213,Brummen,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0899,Brunssum,"Begindatum 02-01-1839

",,,,,,,,,,,,,,,,,,
GM0759,Budel,"Naamswijziging per 28-01-1998,
nieuwe naam: Cranendonck (GM1706)

Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Budel (GM0759),
... 3955 hectare met 5040 woningen en 12421 inwoners
- Maarheeze (GM0811),
... 3734 hectare met 2806 woningen en 7723 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0312,Bunnik,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0313,Bunschoten,"Grenswijziging per 01-01-1998, overgegaan naar:
- Amersfoort (GM0307),
... 71 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0214,Buren,"Gemeentelijke herindeling per 01-01-1999, ontvangen van:
- Buren (GM0214),
... 6040 hectare met 3757 woningen en 10143 inwoners
- Lienden (GM0261),
... 3814 hectare met 2639 woningen en 7959 inwoners
- Maurik (GM0264),
... 3780 hectare met 2384 woningen en 6744 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0381,Bussum,"Opgeheven per 01-01-2016, overgegaan naar:
- Gooise Meren (GM1942),
... 808 hectare met 15681 woningen en 33122 inwoners
Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0502,Capelle aan den IJssel,"Grenswijziging per 01-01-2001, ontvangen van:
- Rotterdam (GM0599),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2001, overgegaan naar:
- Rotterdam (GM0599),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1997, overgegaan naar:
- Rotterdam (GM0599),
... 11 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0383,Castricum,"Gemeentelijke herindeling per 01-01-2002, ontvangen van:
- Akersloot (GM0360),
... 1001 hectare met 1929 woningen en 5174 inwoners
- Castricum (GM0383),
... 3049 hectare met 9536 woningen en 23330 inwoners
- Limmen (GM0418),
... 907 hectare met 2410 woningen en 6673 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0760,Chaam,"Opgeheven per 01-01-1997, overgegaan naar:
- Alphen-Chaam (GM1723),
... 2991 hectare met 1427 woningen en 3783 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0109,Coevorden,"Gemeentelijke herindeling per 01-01-1998, ontvangen van:
- Coevorden (GM0109),
... 4000 hectare met 7490 woningen en 14960 inwoners
- Dalen (GM0110),
... 6536 hectare met 2225 woningen en 5738 inwoners
- Oosterhesselen (GM0123),
... 6424 hectare met 1591 woningen en 4095 inwoners
- Sleen (GM0130),
... 7105 hectare met 2511 woningen en 6541 inwoners
- Zweeloo (GM0138),
... 5733 hectare met 1184 woningen en 3163 inwoners
Grenswijziging per 01-01-1998, ontvangen van:
- Odoorn (GM0122),
... 3 hectare met 0 woningen en 0 inwoners
- Schoonebeek (GM0129),
... 2 hectare met 0 woningen en 0 inwoners
- Westerbork (GM0134),
... 3 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-1998, overgegaan naar:
- Emmen (GM0114),
... 1 hectare met 0 woningen en 0 inwoners
- Hoogeveen (GM0118),
... 118 hectare met 21 woningen en 55 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0314,Cothen,"Opgeheven per 01-01-1996, overgegaan naar:
- Wijk bij Duurstede (GM0352),
... 1174 hectare met 933 woningen en 2616 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1706,Cranendonck,"Naamswijziging per 28-01-1998,
oude naam: Budel (GM0759)
Begindatum 28-01-1998

",,,,,,,,,,,,,,,,,,
GM0611,Cromstrijen,"Opgeheven per 01-01-2019, overgegaan naar:
- Hoeksche Waard (GM1963),
... 5440 hectare met 5714 woningen en 12916 inwoners

Begindatum 01-01-1984
",,,,,,,,,,,,,,,,,,
GM1684,Cuijk,"Opgeheven per 01-01-2022, overgegaan naar:
- Land van Cuijk (GM1982)

Grenswijziging per 01-01-1995, overgegaan naar:
- Mill en Sint Hubert (GM0815),
... 22 hectare met 1 woning en 0 inwoners

Begindatum 01-01-1994
",,,,,,,,,,,,,,,,,,
GM0216,Culemborg,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0110,Dalen,"Opgeheven per 01-01-1998, overgegaan naar:
- Coevorden (GM0109),
... 6536 hectare met 2225 woningen en 5738 inwoners
- Emmen (GM0114),
... 1 hectare met 0 woningen en 0 inwoners
- Hoogeveen (GM0118),
... 166 hectare met 50 woningen en 161 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0148,Dalfsen,"Gemeentelijke herindeling per 01-01-2001, ontvangen van:
- Dalfsen (GM0148),
... 13736 hectare met 6240 woningen en 17680 inwoners
- Nieuwleusen (GM0170),
... 2762 hectare met 2968 woningen en 8122 inwoners
Grenswijziging per 01-01-2001, ontvangen van:
- Staphorst (GM0180),
... 18 hectare met 11 woningen en 40 inwoners
Grenswijziging per 01-01-2001, overgegaan naar:
- Zwolle (GM0193),
... 45 hectare met 7 woningen en 27 inwoners

Grenswijziging per 01-01-1997, ontvangen van:
- Heino (GM0162),
... 142 hectare met 26 woningen en 79 inwoners
- Ommen (GM0175),
... 644 hectare met 573 woningen en 1641 inwoners
- Raalte (GM0177),
... 294 hectare met 49 woningen en 139 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Heino (GM0162),
... 411 hectare met 63 woningen en 339 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0065,Dantumadeel,"Naamswijziging per 01-01-2009,
nieuwe naam: Dantumadiel (GM1891)

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1891,Dantumadiel,"Naamswijziging per 01-01-2009,
oude naam: Dantumadeel (GM0065)
Begindatum 01-01-2009
",,,,,,,,,,,,,,,,,,
GM0503,Delft,"Grenswijziging per 01-01-2004, ontvangen van:
- Schipluiden (GM0607),
... 127 hectare met 102 woningen en 285 inwoners
Grenswijziging per 01-01-2004, overgegaan naar:
- Midden-Delfland (GM1842),
... 346 hectare met 56 woningen en 204 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0010,Delfzijl,"Opgeheven per 01-01-2021, overgegaan naar:
- Eemsdelta (GM1979),
... 13307 hectare met 12278 woningen en 24596 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0149,Denekamp,"Naamswijziging per 01-06-2002,
nieuwe naam: Dinkelland (GM1774)

Gemeentelijke herindeling per 01-01-2001, ontvangen van:
- Denekamp (GM0149),
... 8652 hectare met 4343 woningen en 12498 inwoners
- Ootmarsum (GM0176),
... 450 hectare met 1721 woningen en 4539 inwoners
- Weerselo (GM0188),
... 8474 hectare met 3061 woningen en 8959 inwoners

Grenswijziging per 01-01-1998, overgegaan naar:
- Ootmarsum (GM0176),
... 57 hectare met 14 woningen en 57 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0762,Deurne,"Grenswijziging per 01-01-1999, overgegaan naar:
- Helmond (GM0794),
... 65 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1997, ontvangen van:
- Asten (GM0743),
... 1 hectare met 27 woningen en 82 inwoners
- Bakel en Milheeze (GM0745),
... 20 hectare met 1 woning en 0 inwoners
- Helmond (GM0794),
... 33 hectare met 2 woningen en 11 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Asten (GM0743),
... 9 hectare met 0 woningen en 0 inwoners
- Helmond (GM0794),
... 38 hectare met 1 woning en 16 inwoners

Begindatum 01-01-1926

",,,,,,,,,,,,,,,,,,
GM0150,Deventer,"Grenswijziging per 01-01-2010, overgegaan naar:
- Rijssen-Holten (GM1742),
... 6 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Bathmen (GM0144),
... 2622 hectare met 2170 woningen en 5339 inwoners
- Deventer (GM0150),
... 10508 hectare met 38201 woningen en 90281 inwoners

Grenswijziging per 01-01-2000, ontvangen van:
- Gorssel (GM0239),
... 176 hectare met 25 woningen en 58 inwoners
- Voorst (GM0285),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2000, overgegaan naar:
- Gorssel (GM0239),
... 11 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-1999, ontvangen van:
- Deventer (GM0150),
... 3513 hectare met 31269 woningen en 71938 inwoners
- Diepenveen (GM0152),
... 6733 hectare met 3984 woningen en 10629 inwoners
Grenswijziging per 01-01-1999, ontvangen van:
- Bathmen (GM0144),
... 140 hectare met 20 woningen en 54 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0218,Didam,"Opgeheven per 01-01-2005, overgegaan naar:
- Montferland (GM1955),
... 3161 hectare met 6232 woningen en 16875 inwoners
- Zevenaar (GM0299),
... 320 hectare met 66 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0384,Diemen,"Grenswijziging per 01-01-2000, ontvangen van:
- Amsterdam (GM0363),
... 8 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2000, overgegaan naar:
- Amsterdam (GM0363),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-1995, ontvangen van:
- Openbaar Lichaam Z.IJ.P. (GM0996),
... 26 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0151,Diepenheim,"Opgeheven per 01-01-2001, overgegaan naar:
- Hof van Twente (GM1735),
... 2644 hectare met 1024 woningen en 2754 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0152,Diepenveen,"Opgeheven per 01-01-1999, overgegaan naar:
- Deventer (GM0150),
... 6733 hectare met 3984 woningen en 10629 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0763,Diessen,"Opgeheven per 01-01-1997, overgegaan naar:
- Hilvarenbeek (GM0798),
... 2920 hectare met 1468 woningen en 4225 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0111,Diever,"Opgeheven per 01-01-1998, overgegaan naar:
- Middenveld (GM1697),
... 2 hectare met 0 woningen en 0 inwoners
- Westerveld (GM1701),
... 7505 hectare met 1482 woningen en 3834 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM1980,Dijk en Waard,"Ontstaan per 01-01-2022, ontvangen van:
- Heerhugowaard (GM0398)
- Langedijk (GM0416)

",,,,,,,,,,,,,,,,,,
GM1774,Dinkelland,"Naamswijziging per 01-06-2002,
oude naam: Denekamp (GM0149)
Begindatum 01-06-2002

",,,,,,,,,,,,,,,,,,
GM0764,Dinteloord en Prinsenland,"Opgeheven per 01-01-1997, overgegaan naar:
- Halderberge (GM1655),
... 17 hectare met 0 woningen en 0 inwoners
- Steenbergen (GM0851),
... 4817 hectare met 2233 woningen en 5761 inwoners
Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0219,Dinxperlo,"Opgeheven per 01-01-2005, overgegaan naar:
- Aalten (GM0197),
... 1367 hectare met 3471 woningen en 8511 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Gendringen (GM0237),
... 8 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2002, overgegaan naar:
- Gendringen (GM0237),
... 6 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0504,Dirksland,"Opgeheven per 01-01-2013, overgegaan naar:
- Goeree-Overflakkee (GM1924),
... 5536 hectare met 3450 woningen en 8526 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
GM0220,Dodewaard,"Opgeheven per 01-01-2002, overgegaan naar:
- Kesteren (GM0258),
... 1699 hectare met 1610 woningen en 4511 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0221,Doesburg,"Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0222,Doetinchem,"Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Doetinchem (GM0222),
... 5221 hectare met 20627 woningen en 49752 inwoners
- Wehl (GM0292),
... 2335 hectare met 2347 woningen en 6803 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Bergh (GM0207),
... 26 hectare met 6 woningen en 28 inwoners
- Hummelo en Keppel (GM0256),
... 4 hectare met 0 woningen en 0 inwoners
- Zelhem (GM0298),
... 327 hectare met 54 woningen en 175 inwoners
Grenswijziging per 01-01-2005, overgegaan naar:
- Bronckhorst (GM1876),
... 4 hectare met 0 woningen en 0 inwoners
- Oude IJsselstreek (GM1509),
... 0 hectare met 0 woningen en 4 inwoners

Begindatum 01-01-1920

",,,,,,,,,,,,,,,,,,
GM0660,Domburg,"Opgeheven per 01-01-1997, overgegaan naar:
- Veere (GM0717),
... 2271 hectare met 2157 woningen en 3939 inwoners

Begindatum voor 1830

",,,,,,,,,,,,,,,,,,
GM0766,Dongen,"Grenswijziging per 01-01-2013, ontvangen van:
- Tilburg (GM0855),
... 4 hectare met 1 woning en 0 inwoners
Grenswijziging per 01-01-2013, overgegaan naar:
- Tilburg (GM0855),
... 1 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-1997, ontvangen van:
- Dongen (GM0766),
... 2388 hectare met 8200 woningen en 21880 inwoners
- 's-Gravenmoer (GM0787),
... 512 hectare met 826 woningen en 2228 inwoners
Grenswijziging per 01-01-1997, ontvangen van:
- Gilze en Rijen (GM0784),
... 22 hectare met 2 woningen en 3 inwoners
- Oosterhout (GM0826),
... 1 hectare met 0 woningen en 0 inwoners
- Tilburg (GM0855),
... 16 hectare met 1 woning en 7 inwoners
Grenswijziging per 01-01-1997, overgegaan naar:
- Gilze en Rijen (GM0784),
... 1 hectare met 0 woningen en 0 inwoners
- Oosterhout (GM0826),
... 63 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",,,,,,,,,,,,,,,,,,
